TimeStamp,Level(m),Storage(mcm),Storage_Percent(%),Spill(m^3/s),Inflow(m^3/s),Rainfall(mm)
2024-09-30,969.71,276.27,61.87,0.0,19.47,15.0
2024-10-01,,,,,,
2024-10-02,,,,,,
2024-10-03,,,,,,
2024-10-04,,,,,,
2024-10-05,,,,,,
2024-10-06,,,,,,
2024-10-07,,,,,,
2024-10-08,,,,,,
2024-10-09,,,,,,
2024-10-10,,,,,,
2024-10-11,,,,,,
2024-10-12,,,,,,
2024-10-13,,,,,,
2024-10-14,,,,,,
2024-10-15,,,,,,
2024-10-16,,,,,,
2024-10-17,,,,,,
